recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_title
0,5,3792.7799999999997,4,2,3,423,Platinum
17,8,2725.76,4,4,2,442,Platinum
23,5,3426.54,3,2,3,323,Gold
11,6,2323.16,4,2,2,422,Platinum
64,7,7491.11,2,3,4,234,Silver
121,7,3983.97,1,3,3,133,Bronze
25,4,1210.2099999999998,3,1,1,311,Silver
116,7,2841.26,1,3,2,132,Bronze
69,4,3168.15,2,1,3,213,Silver
11,3,1783.8,4,1,1,411,Gold
40,3,673.21,3,1,1,311,Silver
70,7,1696.3899999999999,2,3,1,231,Silver
12,4,900.0,4,1,1,411,Gold
20,11,3361.8399999999997,3,4,3,343,Gold
64,3,665.17,2,1,1,211,Bronze
68,6,4067.64,2,2,3,223,Silver
54,8,6856.09,2,4,4,244,Silver
3,6,1273.0800000000002,4,2,1,421,Platinum
55,6,3460.33,2,2,3,223,Silver
22,3,2036.78,3,1,2,312,Gold
87,7,1234.13,1,3,1,131,Bronze
11,6,2168.41,4,2,2,422,Platinum
127,5,4732.48,1,2,4,124,Bronze
14,7,2243.1000000000004,4,3,2,432,Platinum
43,4,1250.08,3,1,1,311,Silver
4,3,311.6099999999999,4,1,1,411,Gold
10,8,4886.13,4,4,4,444,Platinum
16,6,2532.4,4,2,2,422,Platinum
25,2,3222.44,3,1,3,313,Gold
52,5,3690.8199999999997,2,2,3,223,Silver
83,1,198.22000000000003,2,1,1,211,Bronze
110,2,2133.8799999999997,1,1,2,112,Bronze
14,6,1496.78,4,2,1,421,Platinum
98,5,2601.59,1,2,2,122,Bronze
77,8,3167.89,2,4,3,243,Silver
47,7,5155.629999999999,2,3,4,234,Silver
73,4,3438.79,2,1,3,213,Silver
91,4,5170.509999999999,1,1,4,114,Bronze
0,7,4539.95,4,3,4,434,Platinum
44,6,4344.71,3,2,4,324,Gold
75,3,2072.72,2,1,2,212,Silver
55,4,676.9799999999999,2,1,1,211,Bronze
45,6,4681.849999999999,2,2,4,224,Silver
24,6,2346.62,3,2,2,322,Gold
260,3,1801.14,1,1,1,111,Bronze
24,9,2701.29,3,4,2,342,Gold
68,7,2163.59,2,3,2,232,Silver
29,5,4339.76,3,2,4,324,Gold
268,1,459.46000000000015,1,1,1,111,Bronze
145,2,1189.1999999999998,1,1,1,111,Bronze
9,6,5001.0,4,2,4,424,Platinum
84,4,909.45,2,1,1,211,Bronze
11,8,2059.05,4,4,2,442,Platinum
68,8,5310.3,2,4,4,244,Silver
18,7,1939.76,4,3,2,432,Platinum
19,5,4279.33,3,2,4,324,Gold
63,5,1034.6999999999998,2,2,1,221,Silver
116,5,1363.1599999999999,1,2,1,121,Bronze
56,2,50.17999999999998,2,1,1,211,Bronze
92,8,2529.2999999999997,1,4,2,142,Bronze
7,8,5673.64,4,4,4,444,Platinum
188,4,2865.0899999999997,1,1,3,113,Bronze
10,6,2362.31,4,2,2,422,Platinum
86,3,2310.75,2,1,2,212,Silver
49,9,3603.1900000000005,2,4,3,243,Silver
50,7,2929.0099999999998,2,3,3,233,Silver
3,5,2762.32,4,2,2,422,Platinum
101,4,3989.35,1,1,3,113,Bronze
13,8,6329.52,4,4,4,444,Platinum
39,5,1001.7500000000005,3,2,1,321,Gold
21,7,5655.87,3,3,4,334,Gold
11,8,4083.36,4,4,3,443,Platinum
7,3,1744.21,4,1,1,411,Gold
34,9,3570.0099999999993,3,4,3,343,Gold
96,6,2261.79,1,2,2,122,Bronze
75,7,2991.0099999999998,2,3,3,233,Silver
81,5,1263.28,2,2,1,221,Silver
53,8,4121.17,2,4,3,243,Silver
9,4,1732.03,4,1,1,411,Gold
9,5,2023.6899999999998,4,2,2,422,Platinum
35,3,2302.94,3,1,2,312,Gold
99,7,7666.649999999999,1,3,4,134,Bronze
68,5,2122.62,2,2,2,222,Silver
68,4,2969.7699999999995,2,1,3,213,Silver
66,7,7247.329999999999,2,3,4,234,Silver
0,4,1236.19,4,1,1,411,Gold
8,11,5564.08,4,4,4,444,Platinum
216,5,1526.8100000000002,1,2,1,121,Bronze
27,8,2096.27,3,4,2,342,Gold
40,8,4304.22,3,4,4,344,Gold
111,9,4743.61,1,4,4,144,Bronze
51,9,4001.52,2,4,3,243,Silver
8,7,4805.02,4,3,4,434,Platinum
20,4,366.04999999999995,3,1,1,311,Silver
3,6,3386.57,4,2,3,423,Platinum
40,7,5814.45,3,3,4,334,Gold
69,5,3890.0,2,2,3,223,Silver
1,7,3569.02,4,3,3,433,Platinum
8,13,8903.619999999999,4,4,4,444,Platinum
80,3,781.4599999999999,2,1,1,211,Bronze
149,2,943.2,1,1,1,111,Bronze
222,1,574.6200000000001,1,1,1,111,Bronze
176,7,3919.85,1,3,3,133,Bronze
29,5,2076.89,3,2,2,322,Gold
2,6,1768.67,4,2,1,421,Platinum
38,10,5534.52,3,4,4,344,Gold
7,7,3770.63,4,3,3,433,Platinum
49,7,8252.689999999999,2,3,4,234,Silver
163,4,1202.8700000000001,1,1,1,111,Bronze
21,4,1007.13,3,1,1,311,Silver
93,6,1935.5100000000002,1,2,2,122,Bronze
99,5,1947.8000000000002,1,2,2,122,Bronze
44,8,3802.55,3,4,3,343,Gold
58,4,872.3900000000001,2,1,1,211,Bronze
33,8,6400.0,3,4,4,344,Gold
85,6,2762.53,2,2,2,222,Silver
7,11,6264.88,4,4,4,444,Platinum
18,7,2574.5,4,3,2,432,Platinum
5,3,4031.6499999999996,4,1,3,413,Platinum
31,7,2001.9099999999999,3,3,2,332,Gold
12,10,7287.869999999999,4,4,4,444,Platinum
6,3,2064.46,4,1,2,412,Platinum
17,8,4821.9,4,4,4,444,Platinum
32,2,421.01,3,1,1,311,Silver
124,3,1938.37,1,1,2,112,Bronze
38,6,4363.99,3,2,4,324,Gold
1,10,4290.81,4,4,4,444,Platinum
23,5,843.7100000000003,3,2,1,321,Gold
23,8,4240.240000000001,3,4,4,344,Gold
88,7,741.1299999999998,1,3,1,131,Bronze
71,7,2269.93,2,3,2,232,Silver
88,6,4449.68,1,2,4,124,Bronze
132,6,4250.459999999999,1,2,4,124,Bronze
35,4,1892.5600000000002,3,1,2,312,Gold
122,5,2201.06,1,2,2,122,Bronze
90,5,1938.79,1,2,2,122,Bronze
295,1,41.13,1,1,1,111,Bronze
65,7,6133.65,2,3,4,234,Silver
30,5,1519.3999999999999,3,2,1,321,Gold
4,4,1581.0500000000002,4,1,1,411,Gold
80,5,3655.39,2,2,3,223,Silver
37,5,2535.9799999999996,3,2,2,322,Gold
22,5,3216.13,3,2,3,323,Gold
297,1,690.49,1,1,1,111,Bronze
134,8,6881.08,1,4,4,144,Bronze
59,2,987.8200000000002,2,1,1,211,Bronze
16,4,2504.2799999999997,4,1,2,412,Platinum
0,7,5058.900000000001,4,3,4,434,Platinum
278,6,2969.04,1,2,3,123,Bronze
19,6,3092.1400000000003,3,2,3,323,Gold
9,11,5817.44,4,4,4,444,Platinum
76,3,3199.1000000000004,2,1,3,213,Silver
69,5,3476.2299999999996,2,2,3,223,Silver
2,8,6520.130000000001,4,4,4,444,Platinum
46,4,2199.04,2,1,2,212,Silver
301,1,15.080000000000004,1,1,1,111,Bronze
0,5,3649.71,4,2,3,423,Platinum
62,4,2826.8900000000003,2,1,2,212,Silver
19,8,5246.61,3,4,4,344,Gold
64,11,4920.72,2,4,4,244,Silver
58,6,1521.43,2,2,1,221,Silver
30,5,2747.5699999999997,3,2,2,322,Gold
15,6,3936.44,4,2,3,423,Platinum
42,5,1929.7800000000004,3,2,2,322,Gold
20,5,2658.49,3,2,2,322,Gold
20,5,2547.0099999999998,3,2,2,322,Gold
78,10,4236.21,2,4,4,244,Silver
39,2,124.78999999999999,3,1,1,311,Silver
40,5,3473.13,3,2,3,323,Gold
16,5,4311.99,4,2,4,424,Platinum
67,3,953.15,2,1,1,211,Bronze
24,5,2221.5,3,2,2,322,Gold
51,5,3121.04,2,2,3,223,Silver
65,4,1705.3899999999999,2,1,1,211,Bronze
54,6,2082.46,2,2,2,222,Silver
58,6,2561.12,2,2,2,222,Silver
1,7,4892.17,4,3,4,434,Platinum
20,2,1924.03,3,1,2,312,Gold
87,4,1213.31,1,1,1,111,Bronze
151,4,3633.9500000000003,1,1,3,113,Bronze
22,7,2464.61,3,3,2,332,Gold
137,10,2739.5,1,4,2,142,Bronze
96,3,324.77999999999986,1,1,1,111,Bronze
115,5,2791.6,1,2,2,122,Bronze
31,7,2986.959999999999,3,3,3,333,Gold
45,5,3028.2,2,2,3,223,Silver
29,13,10422.04,3,4,4,344,Gold
56,8,3782.7900000000004,2,4,3,243,Silver
40,4,2068.3,3,1,2,312,Gold
18,4,2083.2599999999998,4,1,2,412,Platinum
22,8,3445.4900000000002,3,4,3,343,Gold
36,5,3159.58,3,2,3,323,Gold
5,6,2799.2599999999998,4,2,2,422,Platinum
191,5,1911.08,1,2,2,122,Bronze
73,8,2428.32,2,4,2,242,Silver
3,7,3582.69,4,3,3,433,Platinum
74,6,5824.4800000000005,2,2,4,224,Silver
6,8,4608.0,4,4,4,444,Platinum
4,4,1912.53,4,1,2,412,Platinum
38,6,1163.92,3,2,1,321,Gold
113,6,2364.51,1,2,2,122,Bronze
49,4,921.6200000000001,2,1,1,211,Bronze
100,7,2820.79,1,3,2,132,Bronze
10,7,3962.0600000000004,4,3,3,433,Platinum
31,5,1367.0,3,2,1,321,Gold
48,3,1511.5700000000002,2,1,1,211,Bronze
107,5,2978.039999999999,1,2,3,123,Bronze
129,3,1136.03,1,1,1,111,Bronze
221,5,2496.5099999999998,1,2,2,122,Bronze
38,6,5796.159999999999,3,2,4,324,Gold
39,6,3138.49,3,2,3,323,Gold
30,7,2839.35,3,3,2,332,Gold
30,7,2608.46,3,3,2,332,Gold
182,2,1860.5600000000002,1,1,2,112,Bronze
0,5,2464.61,4,2,2,422,Platinum
4,5,2799.7000000000003,4,2,2,422,Platinum
35,4,1441.0,3,1,1,311,Silver
37,6,4447.21,3,2,4,324,Gold
97,4,1120.87,1,1,1,111,Bronze
57,8,4179.51,2,4,4,244,Silver
44,6,4752.7,3,2,4,324,Gold
86,3,558.49,2,1,1,211,Bronze
4,6,1800.7199999999998,4,2,1,421,Platinum
120,5,3473.79,1,2,3,123,Bronze
44,4,2264.1,3,1,2,312,Gold
82,6,4779.07,2,2,4,224,Silver
29,5,3153.4799999999996,3,2,3,323,Gold
76,6,2672.28,2,2,2,222,Silver
42,7,4078.8199999999997,3,3,3,333,Gold
41,9,4677.6900000000005,3,4,4,344,Gold
31,6,2684.47,3,2,2,322,Gold
44,5,4048.46,3,2,3,323,Gold
1,4,5034.57,4,1,4,414,Platinum
12,8,4285.94,4,4,4,444,Platinum
93,5,2173.36,1,2,2,122,Bronze
77,7,3395.35,2,3,3,233,Silver
55,4,3399.0199999999995,2,1,3,213,Silver
20,6,5599.08,3,2,4,324,Gold
63,5,2793.81,2,2,2,222,Silver
195,5,4829.4,1,2,4,124,Bronze
19,10,4222.7699999999995,3,4,4,344,Gold
29,6,4387.16,3,2,4,324,Gold
247,5,2050.66,1,2,2,122,Bronze
54,3,1175.54,2,1,1,211,Bronze
7,5,2633.5,4,2,2,422,Platinum
82,8,5318.69,2,4,4,244,Silver
25,8,3516.78,3,4,3,343,Gold
54,6,4462.32,2,2,4,224,Silver
18,5,3952.89,4,2,3,423,Platinum
19,5,2201.58,3,2,2,322,Gold
74,1,114.93,2,1,1,211,Bronze
2,5,2095.77,4,2,2,422,Platinum
19,5,4073.2,3,2,3,323,Gold
9,7,2586.85,4,3,2,432,Platinum
71,2,119.73,2,1,1,211,Bronze
89,2,808.8499999999999,1,1,1,111,Bronze
65,5,2666.0600000000004,2,2,2,222,Silver
37,4,3084.76,3,1,3,313,Gold
26,4,1402.9,3,1,1,311,Silver
66,6,3847.02,2,2,3,223,Silver
12,9,6036.1900000000005,4,4,4,444,Platinum
133,4,3253.38,1,1,3,113,Bronze
51,5,2729.79,2,2,2,222,Silver
52,9,6167.71,2,4,4,244,Silver
46,10,5463.639999999999,2,4,4,244,Silver
18,8,3669.36,4,4,3,443,Platinum
22,5,1355.24,3,2,1,321,Gold
73,7,3009.2999999999997,2,3,3,233,Silver
241,3,1731.8400000000001,1,1,1,111,Bronze
30,7,5772.78,3,3,4,334,Gold
44,4,2417.7400000000002,3,1,2,312,Gold
25,4,4076.1800000000003,3,1,3,313,Gold
162,3,1734.6,1,1,1,111,Bronze
61,6,4669.3,2,2,4,224,Silver
122,3,1207.0800000000002,1,1,1,111,Bronze
95,8,3975.1400000000003,1,4,3,143,Bronze
90,5,2033.0099999999998,1,2,2,122,Bronze
5,3,2591.3299999999995,4,1,2,412,Platinum
5,11,6808.18,4,4,4,444,Platinum
28,9,4255.89,3,4,4,344,Gold
32,5,2127.64,3,2,2,322,Gold
77,4,751.3200000000002,2,1,1,211,Bronze
153,2,2056.27,1,1,2,112,Bronze
18,6,3350.14,4,2,3,423,Platinum
45,6,3713.52,2,2,3,223,Silver
1,8,3921.0,4,4,3,443,Platinum
91,1,509.97,1,1,1,111,Bronze
121,4,2242.33,1,1,2,112,Bronze
63,7,1653.0200000000002,2,3,1,231,Silver
28,10,6022.12,3,4,4,344,Gold
106,8,3707.7000000000007,1,4,3,143,Bronze
0,10,5925.74,4,4,4,444,Platinum
64,5,1831.51,2,2,1,221,Silver
136,5,2294.25,1,2,2,122,Bronze
22,7,3302.8199999999997,3,3,3,333,Gold
102,5,2340.7199999999993,1,2,2,122,Bronze
174,5,3180.64,1,2,3,123,Bronze
74,6,2109.28,2,2,2,222,Silver
32,5,1243.65,3,2,1,321,Gold
138,5,2119.43,1,2,2,122,Bronze
203,4,1535.8399999999997,1,1,1,111,Bronze
29,6,3128.7399999999993,3,2,3,323,Gold
39,2,1447.98,3,1,1,311,Silver
14,6,3864.46,4,2,3,423,Platinum
4,2,308.78000000000003,4,1,1,411,Gold
83,11,4324.39,2,4,4,244,Silver
10,5,2616.8,4,2,2,422,Platinum
149,4,1541.16,1,1,1,111,Bronze
98,6,5577.06,1,2,4,124,Bronze
15,9,4489.09,4,4,4,444,Platinum
2,2,1820.5700000000002,4,1,1,411,Gold
72,6,2341.29,2,2,2,222,Silver
115,5,1340.1099999999997,1,2,1,121,Bronze
9,6,1766.4800000000002,4,2,1,421,Platinum
63,3,2399.59,2,1,2,212,Silver
97,3,1802.8999999999999,1,1,1,111,Bronze
108,4,1804.8799999999999,1,1,1,111,Bronze
66,3,2667.1400000000003,2,1,2,212,Silver
55,9,8321.810000000001,2,4,4,244,Silver
136,7,4233.2,1,3,4,134,Bronze
21,5,4416.71,3,2,4,324,Gold
57,4,993.9200000000001,2,1,1,211,Bronze
17,1,299.27,4,1,1,411,Gold
72,10,4946.67,2,4,4,244,Silver
68,3,272.7900000000002,2,1,1,211,Bronze
5,6,5135.0,4,2,4,424,Platinum
1,7,1770.36,4,3,1,431,Platinum
36,4,1625.4399999999998,3,1,1,311,Silver
2,8,7228.799999999999,4,4,4,444,Platinum
148,4,1914.1000000000001,1,1,2,112,Bronze
5,6,2779.58,4,2,2,422,Platinum
71,5,2358.9899999999993,2,2,2,222,Silver
3,4,2515.14,4,1,2,412,Platinum
50,5,1152.36,2,2,1,221,Silver
64,8,4401.92,2,4,4,244,Silver
29,6,4297.849999999999,3,2,4,324,Gold
31,6,2265.96,3,2,2,322,Gold
16,4,1770.26,4,1,1,411,Gold
54,7,2438.45,2,3,2,232,Silver
27,8,5549.59,3,4,4,344,Gold
117,6,2193.04,1,2,2,122,Bronze
79,7,5924.549999999999,2,3,4,234,Silver
25,3,2491.47,3,1,2,312,Gold
9,4,2972.3399999999997,4,1,3,413,Platinum
10,3,1837.7500000000002,4,1,2,412,Platinum
17,2,815.9499999999999,4,1,1,411,Gold
108,6,2644.4399999999996,1,2,2,122,Bronze
166,5,2379.57,1,2,2,122,Bronze
189,4,1430.28,1,1,1,111,Bronze
80,3,2193.81,2,1,2,212,Silver
93,6,3728.88,1,2,3,123,Bronze
4,4,2755.1099999999997,4,1,2,412,Platinum
13,7,3847.6499999999996,4,3,3,433,Platinum
256,4,2045.8400000000001,1,1,2,112,Bronze
52,3,1648.32,2,1,1,211,Bronze
127,6,3147.3300000000004,1,2,3,123,Bronze
51,7,4955.25,2,3,4,234,Silver
144,6,1785.86,1,2,1,121,Bronze
